participant_id,version,summary_ko
participant_RECORD_20250515__1_AUG013,v2,"참가자는 ‘놀람’을 경험하였으며, 그 강도는 긴장되는 수준으로 발목까지 차오르는 정도로 해석됩니다. 이완은 초반에 높았으나 중반에 급격히 낮아졌다가 후반에 다시 회복된 것으로 보입니다. 강한 자극 속에서도 최종적으로 안정이 회복되어 긍정적인 정서 흐름으로 평가됩니다."
participant_RECORD_20250515__1_AUG013,v3,"‘놀람’ 감정은 긴장되는 수준으로 발목까지 차오르는 상태로 관찰되었습니다. 이완은 초반에 높았다가 중반에서 급격히 저하되고 후반에서 부분적으로 회복되어, 비선형적 정서 흐름이 나타났습니다. 이는 감정적 각성 후 조절 과정이 반복된 복합적 정서 반응으로 해석됩니다."
participant_RECORD_20250515__1_AUG013,v4,"주요 감정은 ‘놀람’으로 분류됩니다. 감정 강도는 긴장되는 수준으로 발목까지 차오르는 정도로 해석됩니다. 이완은 초반에 높고 중반에 낮았다가 후반에 보통 수준으로 회복되었습니다. 전반적으로 감정적 자극과 안정 회복이 반복된 흐름으로 보입니다."
participant_RECORD_20250515__1_AUG014,v1,"주요 감정은 ‘슬픔’으로 분류되었으며, 이는 슬픈 감정이 허리까지 차오르는 수준으로 해석됩니다. 스트레스가 높게 나타난 반면, 이완은 전 구간에서 낮은 수준으로 유지되었습니다. 정서적 긴장이 지속되는 가운데, 인지적 집중과 몰입이 충분히 이루어지지 못한 불균형 상태로 보입니다."
participant_RECORD_20250515__1_AUG014,v2,"참가자는 ‘슬픔’을 경험하였으며, 그 강도는 슬픈 수준으로 허리까지 차오르는 정도로 해석됩니다. 이완이 낮고 스트레스가 높게 유지되었으나, 감정이 일정하게 유지되어 급격한 불안정은 보이지 않았습니다. 정서적 긴장 속에서도 반응이 안정적으로 지속된 점에서 일정한 감정 조절이 이루어진 것으로 보입니다."
participant_RECORD_20250515__1_AUG014,v3,"‘슬픔’ 감정은 슬픈 수준으로 허리까지 차오르는 상태로 관찰되었습니다. 이완은 전반적으로 낮고 스트레스는 높게 유지되어, 전형적인 감정적 긴장 상태가 지속된 것으로 해석됩니다. 이는 정서적 각성과 인지적 억제 사이의 불균형이 나타난 사례로 보입니다."
participant_RECORD_20250515__1_AUG014,v4,"주요 감정은 ‘슬픔’으로 분류됩니다. 감정 강도는 슬픈 수준으로 허리까지 차오르는 정도로 해석됩니다. 스트레스는 높고, 이완은 낮은 수준으로 유지되었습니다. 전반적으로 감정적 긴장이 지속된 상태로 보입니다."
participant_RECORD_20250515__1_AUG015,v1,"주요 감정은 ‘싫음’으로 분류되었으며, 이는 너무 싫은 감정이 가슴까지 차오르는 수준으로 해석됩니다. 이완은 초중반에 높았으나 후반 단계에서 급격히 낮아진 것으로 보입니다. 초기에는 높은 집중과 흥미가 유지되었지만, 후반으로 갈수록 감정적 피로와 인지적 저하가 함께 나타난 것으로 해석됩니다."
participant_RECORD_20250515__1_AUG015,v2,"참가자는 ‘싫음’을 경험하였으며, 그 강도는 너무 싫은 정도로 가슴까지 차오르는 수준으로 해석됩니다. 이완은 중반까지 높았다가 후반 단계에서 낮아진 것으로 보입니다. 전반적으로 감정적 자극이 있었으나, 일정 기간 높은 집중이 유지된 점에서 인지적 안정이 일시적으로 확보된 것으로 평가됩니다."
participant_RECORD_20250515__1_AUG015,v3,"‘싫음’ 감정은 너무 싫은 정도로 가슴까지 차오르는 상태로 관찰되었습니다. 이완은 중반까지 높았다가 후반 단계에서 급격히 저하된 흐름을 보여, 피로 누적이나 감정 소진으로 인한 반응 저하가 나타난 것으로 해석됩니다. 초반의 높은 몰입과 흥미가 점차 완화되는 전형적인 정서적 소모 패턴으로 보입니다."
participant_RECORD_20250515__1_AUG015,v4,"주요 감정은 ‘싫음’으로 분류됩니다. 감정 강도는 너무 싫은 수준으로 가슴까지 차오르는 정도로 해석됩니다. 이완은 중반에 높았다가 후반에 급격히 낮아졌으며, 집중과 흥미는 초반에 높게 유지되었습니다. 전반적으로 감정적 피로가 후반에 나타난 흐름으로 보입니다."
participant_RECORD_20250515__1_AUG016,v1,"주요 감정은 ‘슬픔’으로 분류되었으며, 이는 걱정되는 감정이 온 몸을 가득 채운 수준으로 해석됩니다. 이완은 초반에 매우 높았다가 점차 낮아지는 변화를 보였으며, 각성은 후반에서 다소 상승한 것으로 나타났습니다. 정서적으로 안정된 구간과 긴장된 구간이 교차하며, 감정적 회복과 자극 반응이 혼재된 흐름으로 보입니다."
participant_RECORD_20250515__1_AUG016,v2,"참가자는 ‘슬픔’을 경험하였으며, 그 강도는 걱정되는 수준으로 온 몸을 가득 채운 정도로 해석됩니다. 이완은 전반적으로 높게 유지되며 안정된 정서 흐름을 보였으나, 후반에 약간의 긴장 반응이 동반된 것으로 보입니다. 전반적으로 평온함이 유지되었으며, 감정적 조절이 비교적 원활히 이루어진 것으로 평가됩니다."
participant_RECORD_20250515__1_AUG016,v3,"‘슬픔’ 감정은 걱정되는 수준으로 온 몸을 가득 채운 상태로 관찰되었습니다. 초반의 높은 이완이 중반에 완만히 감소하고 후반에서 각성이 상승하는 양상이 나타나, 안정 상태에서 자극 반응으로 이동하는 흐름이 확인됩니다. 정서적 안정성과 각성 반응이 순차적으로 전환된 복합적 정서 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG016,v4,"주요 감정은 ‘슬픔’으로 분류됩니다. 감정 강도는 걱정되는 수준으로 온 몸을 가득 채운 정도로 해석됩니다. 이완은 초반에 매우 높고 중반 이후 낮아졌으며, 각성은 후반에 상승했습니다. 전반적으로 안정과 긴장이 교차한 정서 흐름이 나타난 것으로 보입니다."
participant_RECORD_20250515__1_AUG017,v1,"주요 감정은 ‘화남’으로 분류되었으며, 이는 화나는 감정이 허리까지 차오르는 수준으로 해석됩니다. 초반에는 집중과 흥미가 매우 높았으나, 이완이 낮고 스트레스가 높아 정서적 긴장이 동반된 것으로 보입니다. 시간이 지남에 따라 각성은 완화되었지만 이완이 크게 낮아져, 감정적 긴장과 인지적 피로가 병행된 상태로 해석됩니다."
participant_RECORD_20250515__1_AUG017,v2,"참가자는 ‘화남’을 경험하였으며, 그 강도는 화나는 정도로 허리까지 차오르는 수준으로 해석됩니다. 초반에는 높은 집중과 흥미가 나타났으나, 스트레스가 높은 상태가 유지된 것으로 보입니다. 감정적 긴장이 존재했지만, 전반적으로 중반에 집중이 부족했다가 후반에 회복한 점에서 인지적 조절이 일부 작동한 것으로 평가됩니다."
participant_RECORD_20250515__1_AUG017,v3,"‘화남’ 감정은 화나는 수준으로 허리까지 차오르는 상태로 관찰되었습니다. 초반에는 높은 흥미와 집중이 동반된 각성 상태였으나, 중반 이후 이완이 낮아지고 스트레스가 다시 상승하는 흐름이 나타났습니다. 이는 감정적 긴장이 완전히 해소되지 못한 채 인지적 피로로 이어진 정서적 불균형 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG017,v4,"주요 감정은 ‘화남’으로 분류됩니다. 감정 강도는 화나는 수준으로 허리까지 차오르는 정도로 해석됩니다. 초반에는 높은 집중과 흥미가 있었으며, 이완과 스트레스는 변동성을 보였습니다. 전반적으로 긴장과 몰입이 동시에 나타난 복합적 반응으로 보입니다."
participant_RECORD_20250515__1_AUG018,v1,"주요 감정은 ‘슬픔’으로 분류되었으며, 이는 속상한 감정이 무릎까지 차오르는 수준으로 해석됩니다. 이완은 중반까지 보통 수준으로 유지되었으나, 후반 단계에서 낮아진 것으로 보입니다. 정서적 긴장이 마지막에 갑작스럽게 강화되며, 감정적 저하와 함께 인지적 몰입이 약화된 흐름이 확인됩니다."
participant_RECORD_20250515__1_AUG018,v2,"참가자는 ‘슬픔’을 경험하였으며, 그 강도는 속상한 수준으로 무릎까지 차오르는 정도로 해석됩니다. 이완이 중반에 보통 수준이었다가 후반에 낮아진 것으로 보입니다. 감정적 하락이 있었지만 전반적으로 감정적 하락이 있었으며 불안정 상태로 보입니다."
participant_RECORD_20250515__1_AUG018,v3,"‘슬픔’ 감정은 속상한 수준으로 무릎까지 차오르는 상태로 관찰되었습니다. 이완은 중반까지 안정적이었으나, 후반에서 감소하며 감정적 긴장이 강화된 양상이 나타났습니다. 이는 정서적 안정 이후 점진적 피로와 긴장으로 전환된 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG018,v4,"주요 감정은 ‘슬픔’으로 분류됩니다. 감정 강도는 속상한 수준으로 무릎까지 차오르는 정도로 해석됩니다. 이완은 중반까지 보통이었으나 후반 단계에서 낮아졌으며, 스트레스는 상승했습니다. 전반적으로 감정적 긴장이 강화된 흐름으로 보입니다."
participant_RECORD_20250515__1_AUG019,v1,"주요 감정은 ‘놀람’으로 분류되었으며, 이는 어이가 없는 감정이 가슴까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스와 각성이 높게 나타났으나, 이완은 후반으로 갈수록 점진적으로 상승한 것으로 보입니다. 감정적 긴장과 인지적 저하가 관찰되며, 자극 이후 안정으로 이동하는 흐름이 관찰됩니다."
participant_RECORD_20250515__1_AUG019,v2,"참가자는 ‘놀람’을 경험하였으며, 그 강도는 어이가 없는 수준으로 가슴까지 차오르는 정도로 해석됩니다. 스트레스는 초기에는 높았으나 점차 완화되었고, 이완은 중·후반에 상승하며 안정 회복이 이루어진 것으로 보입니다. 감정적 자극이 있었지만 일정한 조절 능력이 유지된 긍정적인 회복 흐름으로 평가됩니다."
participant_RECORD_20250515__1_AUG019,v3,"‘놀람’ 감정은 어이가 없는 수준으로 가슴까지 차오르는 상태로 관찰되었습니다. 이완은 초반에 낮고 후반에 상승하며, 스트레스는 급격히 감소하는 정서 흐름이 확인됩니다. 이는 강한 자극 이후 점진적인 정서 안정으로 이어진 회복형 반응으로 해석됩니다."
participant_RECORD_20250515__1_AUG019,v4,"주요 감정은 ‘놀람’으로 분류됩니다. 감정 강도는 어이가 없는 수준으로 가슴까지 차오르는 정도로 해석됩니다. 스트레스는 초기 높고 후반에 완화되었으며, 이완은 점차 상승했습니다. 전반적으로 자극 이후 안정으로 전환된 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG020,v1,"주요 감정은 ‘놀람’으로 분류되었으며, 이는 깜짝 놀란 감정이 무릎까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스와 집중이 보통 수준이었으나, 후반 단계에서 스트레스가 상승하고 이완이 감소한 것으로 보입니다. 이는 감정적 긴장과 인지적 안정이 반대 방향으로 움직이며 균형이 일시적으로 깨진 상태로 해석됩니다."
participant_RECORD_20250515__1_AUG020,v2,"참가자는 ‘놀람’을 경험하였으며, 그 강도는 깜짝 놀란 정도로 무릎까지 차오르는 수준으로 해석됩니다. 이완은 중반까지 안정적으로 유지되었으나 후반에 낮아지며 긴장이 일시적으로 증가한 것으로 보입니다. 전반적으로 자극 반응이 있었으며 중간에 인지 기능이 유지되지 못했던 것으로 평가됩니다."
participant_RECORD_20250515__1_AUG020,v3,"‘놀람’ 감정은 깜짝 놀란 수준으로 무릎까지 차오르는 상태로 관찰되었습니다. 이완은 중반까지 유지되다가 후반에서 감소하며 각성이 상승한 흐름을 보였습니다. 이는 정서적 자극에 따른 긴장 반응이 일시적으로 강화된 비선형적 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG020,v4,"주요 감정은 ‘놀람’으로 분류됩니다. 감정 강도는 깜짝 놀란 수준으로 무릎까지 차오르는 정도로 해석됩니다. 이완은 중반까지 안정되었다가 후반 단계에서 낮아졌으며, 스트레스는 상승했습니다. 전반적으로 일시적 긴장이 강화된 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG021,v1,"주요 감정은 ‘싫음’으로 분류되었으며, 이는 역겨운 감정이 발목까지 차오르는 수준으로 해석됩니다. 초반에는 각성이 매우 높았으나, 이완은 보통 수준으로 유지되어 정서적 긴장과 신체적 안정이 엇갈린 양상을 보입니다. 후반으로 갈수록 전반적인 반응이 감소하며, 감정적 거부감이 점진적으로 완화된 것으로 해석됩니다."
participant_RECORD_20250515__1_AUG021,v2,"참가자는 ‘싫음’을 경험하였으며, 그 강도는 역겨운 수준으로 발목까지 차오르는 정도로 해석됩니다. 이완은 전반적으로 보통 수준을 유지하였고, 각성은 초반에 높았다가 점차 완화된 것으로 보입니다. 감정적 자극이 있었으나, 시간이 지나며 안정으로 회복된 점에서 긍정적인 조절 반응이 확인됩니다."
participant_RECORD_20250515__1_AUG021,v3,"‘싫음’ 감정은 역겨운 수준으로 발목까지 차오르는 상태로 관찰되었습니다. 초반의 높은 각성과 낮은 인지 참여가 특징적이며, 중반 이후 감정 강도가 완화되는 하향 흐름이 나타났습니다. 이는 정서적 거부 반응 이후 점진적 감정 안정이 이루어진 회복형 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG021,v4,"주요 감정은 ‘싫음’으로 분류됩니다. 감정 강도는 역겨운 수준으로 발목까지 차오르는 정도로 해석됩니다. 각성은 초반에 매우 높고 후반으로 갈수록 완화되었습니다. 전반적으로 감정적 거부감이 점차 줄어든 안정적 회복 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG022,v1,"주요 감정은 ‘기쁨’으로 분류되었으며, 이는 신나는 감정이 무릎까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스가 다소 높고 이완이 낮았으나, 중·후반으로 갈수록 이완과 흥미가 상승한 흐름이 나타났습니다. 정서적 긴장에서 시작해 점차 안정과 몰입으로 전환된 상반된 변화가 관찰됩니다."
participant_RECORD_20250515__1_AUG022,v2,"참가자는 ‘기쁨’을 경험하였으며, 그 강도는 신나는 정도로 무릎까지 차오르는 수준으로 해석됩니다. 이완은 점차 상승하였고, 흥미와 몰입이 함께 높아지며 정서적 안정이 형성된 것으로 보입니다. 초기의 긴장감을 극복하고 긍정적인 몰입 상태로 전환된 안정적 흐름이 확인됩니다."
participant_RECORD_20250515__1_AUG022,v3,"‘기쁨’ 감정은 신나는 수준으로 무릎까지 차오르는 상태로 관찰되었습니다. 초반의 긴장과 낮은 이완이 중반 이후 점진적으로 완화되어, 인지적 안정과 정서적 고양이 조화를 이룬 흐름이 나타났습니다. 이는 긍정 정서의 확장과 몰입으로 이어진 플로우형 반응으로 해석됩니다."
participant_RECORD_20250515__1_AUG022,v4,"주요 감정은 ‘기쁨’으로 분류됩니다. 감정 강도는 신나는 수준으로 무릎까지 차오르는 정도로 해석됩니다. 이완은 중반 이후 상승했으며, 흥미와 집중은 높은 수준으로 유지되었습니다. 전반적으로 긴장에서 안정으로 전환된 긍정적 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG023,v1,"주요 감정은 ‘두려움’으로 분류되었으며, 이는 불안한 감정이 온 몸을 가득 채운 수준으로 해석됩니다. 이완은 중반에 높았다가 후반 단계에서 다소 낮아진 것으로 보입니다. 중반의 높은 몰입과 흥미가 후반에서 급격히 저하되며, 정서적 긴장과 에너지 소모가 함께 나타난 상반된 반응이 관찰됩니다."
participant_RECORD_20250515__1_AUG023,v2,"참가자는 ‘두려움’을 경험하였으며, 그 강도는 불안한 수준으로 온 몸을 가득 채운 정도로 해석됩니다. 이완은 중반에 높고, 후반에는 다소 낮아져 감정적 긴장 완화 이후 피로가 뒤따른 것으로 보입니다. 전반적으로 감정적 자극이 있었으나, 일정 구간에서는 안정적 조절이 이루어진 긍정적 반응으로 평가됩니다."
participant_RECORD_20250515__1_AUG023,v3,"‘두려움’ 감정은 불안한 수준으로 온 몸을 가득 채운 상태로 관찰되었습니다. 이완은 중반에서 높게 유지되었으나, 후반 단계에서 감소하며 각성이 다시 높아지는 흐름을 보였습니다. 이는 감정적 안정 후 긴장으로 재전환된 복합적 정서 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG023,v4,"주요 감정은 ‘두려움’으로 분류됩니다. 감정 강도는 불안한 수준으로 온 몸을 가득 채운 정도로 해석됩니다. 이완은 중반에 높고 후반에 낮아졌으며, 흥미와 집중은 중반에 가장 높았습니다. 전반적으로 안정 후 긴장으로 전환된 복합적 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG024,v1,"주요 감정은 ‘기쁨’으로 분류되었으며, 이는 신나는 감정이 허리까지 차오르는 수준으로 해석됩니다. 초반에는 스트레스가 보통 수준이었으나, 중반에 높아졌다가 후반 단계에서 급격히 완화된 것으로 보입니다. 이완이 뚜렷하게 상승하며 정서적 안정으로 전환된 반면, 각성은 낮아져 활력이 완화된 형태로 나타납니다."
participant_RECORD_20250515__1_AUG024,v2,"참가자는 ‘기쁨’을 경험하였으며, 그 강도는 신나는 수준으로 허리까지 차오르는 정도로 해석됩니다. 초중반에는 긴장이 있었으나, 후반 단계에서 이완이 높아지고 집중이 안정적으로 유지된 것으로 보입니다. 감정적 자극 이후 정서적 안정과 몰입이 조화롭게 이어진 긍정적인 흐름으로 평가됩니다."
participant_RECORD_20250515__1_AUG024,v3,"‘기쁨’ 감정은 신나는 수준으로 허리까지 차오르는 상태로 관찰되었습니다. 이완은 후반에 급격히 상승하며 안정적 회복 흐름을 보였고, 집중과 몰입은 지속적으로 높은 수준을 유지했습니다. 이는 정서적 각성에서 안정으로 이행되는 이상적인 긍정 정서 흐름으로 해석됩니다."
participant_RECORD_20250515__1_AUG024,v4,"주요 감정은 ‘기쁨’으로 분류됩니다. 감정 강도는 신나는 수준으로 허리까지 차오르는 정도로 해석됩니다. 스트레스는 중반에 높고 후반에 낮았으며, 이완은 후반 단계에서 급격히 상승했습니다. 전반적으로 긴장에서 안정으로 이어진 긍정적 흐름이 나타났습니다."
participant_RECORD_20250515__1_AUG025,v1,"주요 감정은 ‘슬픔’으로 분류되었으며, 이는 속상한 감정이 가슴까지 차오르는 수준으로 해석됩니다. 이완은 초반에 높았으나 중반 단계에서 급격히 낮아졌다가 후반에 다소 회복된 흐름을 보였습니다. 정서적 안정과 긴장이 반복되며, 감정적 회복이 완전하지는 않지만 일정한 균형을 되찾으려는 움직임이 나타납니다."
participant_RECORD_20250515__1_AUG025,v2,"참가자는 ‘슬픔’을 경험하였으며, 그 강도는 속상한 수준으로 가슴까지 차오르는 정도로 해석됩니다. 이완이 초반에는 높았다가 일시적으로 낮아졌지만 후반에 점차 안정으로 회복된 것으로 보입니다. 감정적 변동이 있었으나, 결과적으로 안정된 흐름으로 마무리된 점에서 긍정적 회복 반응이 관찰됩니다."
participant_RECORD_20250515__1_AUG025,v3,"‘슬픔’ 감정은 속상한 수준으로 가슴까지 차오르는 상태로 관찰되었습니다. 초반의 안정된 이완이 중반에서 급격히 저하되었다가 후반에서 완만히 회복되는 비선형적 정서 흐름이 확인됩니다. 이는 정서적 긴장 이후 점진적 회복이 이루어진 감정 안정화 패턴으로 해석됩니다."
participant_RECORD_20250515__1_AUG025,v4,"주요 감정은 ‘슬픔’으로 분류됩니다. 감정 강도는 속상한 수준으로 가슴까지 차오르는 정도로 해석됩니다. 이완은 초반에 높고 중반에 낮았다가 후반에 다소 회복되었습니다. 전반적으로 감정적 변동 후 안정화로 이어진 흐름이 나타났습니다."